issue_date,date,T2M,PRECTOTCORR_SUM,QV2M,T2MDEW,PSFC,MSL
2003-05-01,2003-08-01,27.141577,56.261639397144315,16.642645,22.20736,101.0557,101.743965
2003-05-01,2003-09-01,27.202662,77.04393897056579,17.217972,22.739508,100.92982,101.61707
2003-05-01,2003-10-01,27.10229,87.3822964143753,17.420858,22.90436,100.763565,101.44992
2003-05-01,2003-11-01,26.662983,95.19712972640991,17.364946,22.826948,100.62198,101.30838
2003-06-01,2003-07-01,26.440445,60.28082839488983,16.27946,21.837212,100.96956,101.65884
2003-06-01,2003-08-01,27.027094,68.4384743475914,16.808546,22.369438,101.054665,101.74319
2003-06-01,2003-09-01,27.235435,80.32394614219666,17.290257,22.805552,100.90743,101.59445
2003-06-01,2003-10-01,27.01897,108.85175339698792,17.67276,23.135483,100.74076,101.42715
2003-06-01,2003-11-01,26.511333,113.43858075141907,17.585384,23.02689,100.5763,101.26273
2003-06-01,2003-12-01,25.633461,95.06443616867065,16.505865,22.010025,100.68707,101.37629
2003-07-01,2003-08-01,27.016098,56.62645360946655,16.888748,22.443794,101.03163,101.72001
2003-07-01,2003-09-01,27.378452,73.35204663276673,17.416662,22.934868,100.968956,101.65608
2003-07-01,2003-10-01,27.207651,99.138191781044,17.712753,23.178774,100.77811,101.464325
2003-07-01,2003-11-01,26.716753,117.63137884140015,17.724422,23.161636,100.61343,101.29965
2003-07-01,2003-12-01,25.721197,110.76468801021576,16.848024,22.348179,100.69791,101.38699
2003-07-01,2004-01-01,24.723072,64.46527584552764,15.232465,20.742954,100.89684,101.58962
2003-08-01,2003-09-01,27.161772,73.58590149879456,17.337603,22.854849,100.9306,101.61796
2003-08-01,2003-10-01,27.162172,108.39105819702148,17.910896,23.355932,100.746895,101.433
2003-08-01,2003-11-01,26.658863,114.75646848678589,17.754745,23.186186,100.58695,101.27312
2003-08-01,2003-12-01,25.759117,95.89696043014527,16.607525,22.103521,100.674774,101.36362
2003-08-01,2004-01-01,24.808823,71.15197279453278,15.375654,20.890375,100.872604,101.56501
2003-08-01,2004-02-01,23.984009,57.99676819324493,14.318869,19.764635,100.975174,101.67021
2003-09-01,2003-10-01,26.983452,116.15738634109498,17.980549,23.41727,100.730095,101.416504
2003-09-01,2003-11-01,26.614693,132.37782669067383,17.88339,23.303307,100.58086,101.26709
2003-09-01,2003-12-01,25.716694,101.83142276763915,16.712206,22.210249,100.6633,101.35216
2003-09-01,2004-01-01,24.718569,57.61877786636352,15.243548,20.752457,100.872314,101.56493
2003-09-01,2004-02-01,24.07228,48.172641649246216,14.358687,19.815016,100.98575,101.68066
2003-09-01,2004-03-01,23.84934,45.646177015304566,13.752267,19.131716,101.027596,101.72331
2003-10-01,2003-11-01,26.751371,115.36298303604126,17.761446,23.183569,100.53016,101.21573
2003-10-01,2003-12-01,25.701626,105.58772650241852,16.402355,21.901665,100.65567,101.34452
2003-10-01,2004-01-01,24.663092,59.22255867242813,15.05822,20.556684,100.8931,101.585976
2003-10-01,2004-02-01,23.943403,54.04860065460205,14.173366,19.60652,100.989876,101.6851
2003-10-01,2004-03-01,23.676294,42.71162981390953,13.47559,18.799704,101.00062,101.696556
2003-10-01,2004-04-01,24.094233,40.39221589565277,13.555986,18.903063,101.024414,101.71953
2003-11-01,2003-12-01,25.465698,132.92479592323303,16.714693,22.21515,100.68763,101.37723
2003-11-01,2004-01-01,24.56649,64.79325882911682,15.089734,20.59853,100.91884,101.61213
2003-11-01,2004-02-01,23.901451,48.65030935287476,14.24396,19.686998,101.00648,101.70191
2003-11-01,2004-03-01,23.88061,42.475958087444305,13.81087,19.201227,101.02838,101.72402
2003-11-01,2004-04-01,24.21815,47.68090260028839,13.868259,19.259186,100.99215,101.686745
2003-11-01,2004-05-01,24.890875,45.559117527008056,14.330181,19.779293,100.966446,101.659294
2003-12-01,2004-01-01,24.567583,76.29522553920746,15.623518,21.148832,100.85334,101.54617
2003-12-01,2004-02-01,23.884087,50.7589994430542,14.434043,19.893473,100.97493,101.670204
2003-12-01,2004-03-01,23.766996,49.779340035915375,13.887032,19.26697,100.9696,101.6651
2003-12-01,2004-04-01,23.959614,48.576565217971805,13.660426,19.006813,100.97101,101.66608
2003-12-01,2004-05-01,24.584106,44.28081305503845,14.062611,19.48273,100.99773,101.69151
2003-12-01,2004-06-01,25.638521,54.77462739944458,15.334949,20.861998,100.94779,101.63878
2004-01-01,2004-02-01,23.403374,45.699837591648105,13.952085,19.359352,101.00586,101.70247
2004-01-01,2004-03-01,23.656343,53.484999325275425,13.919897,19.318628,100.99207,101.687996
2004-01-01,2004-04-01,24.063862,43.35220899581909,13.797817,19.184996,101.02517,101.72036
2004-01-01,2004-05-01,24.635748,61.676164093017576,14.213221,19.646599,100.959885,101.65329
2004-01-01,2004-06-01,25.615366,72.59088521003723,15.597507,21.125084,100.91887,101.60972
2004-01-01,2004-07-01,26.461754,77.89089777946472,16.528885,22.083168,100.99414,101.68355
2004-02-01,2004-03-01,24.055054,42.57332089185715,14.109248,19.553688,101.08267,101.77828
2004-02-01,2004-04-01,24.09776,50.57531404495239,13.826799,19.20485,100.98183,101.67664
2004-02-01,2004-05-01,24.691587,54.991026196479794,14.364733,19.813814,100.94615,101.63933
2004-02-01,2004-06-01,25.744253,63.873371601104736,15.570056,21.112036,100.95688,101.64768
2004-02-01,2004-07-01,26.530903,65.38510556697845,16.443073,22.00436,101.01835,101.70776
2004-02-01,2004-08-01,26.84693,63.10190153598786,16.658669,22.221996,101.05333,101.74225
2004-03-01,2004-04-01,24.097485,45.03822877407074,13.642012,19.00898,101.054375,101.74969
2004-03-01,2004-05-01,24.733696,56.9694407916069,14.430913,19.884,100.918564,101.61146
2004-03-01,2004-06-01,25.758629,72.92280929088592,15.702013,21.239233,100.93485,101.62548
2004-03-01,2004-07-01,26.608833,61.79932820320129,16.487797,22.045366,101.03016,101.71946
2004-03-01,2004-08-01,26.846724,63.02940507888794,16.656332,22.223248,101.09194,101.78112
2004-03-01,2004-09-01,27.053774,70.49750504493713,17.137413,22.668316,100.96946,101.65733
2004-04-01,2004-05-01,25.074263,96.61606366157531,15.44448,20.95812,100.81135,101.502716
2004-04-01,2004-06-01,25.905415,96.02165794372559,16.377893,21.913843,100.869835,101.55968
2004-04-01,2004-07-01,26.69853,70.01387801885605,16.88745,22.429888,100.96504,101.6537
2004-04-01,2004-08-01,26.887486,66.45149346351623,16.838516,22.398325,101.05936,101.74822
2004-04-01,2004-09-01,27.101215,73.35506329536437,17.222425,22.749214,100.96091,101.64861
2004-04-01,2004-10-01,26.983696,107.56477132797241,17.561373,23.037016,100.78227,101.46903
2004-05-01,2004-06-01,25.482983,117.6162905216217,16.084562,21.630396,100.91833,101.609474
2004-05-01,2004-07-01,26.385473,71.89095390796662,16.701366,22.257875,101.02179,101.711555
2004-05-01,2004-08-01,26.730015,66.38288850307464,16.693657,22.261822,101.08507,101.774475
2004-05-01,2004-09-01,27.012026,68.95481686592102,17.126965,22.656666,100.94693,101.63474
2004-05-01,2004-10-01,26.909536,102.53610738754273,17.486673,22.97019,100.79377,101.480774
2004-05-01,2004-11-01,26.480347,106.07214574813842,17.480522,22.935122,100.61394,101.300705
2004-06-01,2004-07-01,26.29854,69.67868535995484,16.704552,22.271744,101.07129,101.76159
2004-06-01,2004-08-01,26.752544,67.05872865676879,16.787327,22.352777,101.074715,101.76401
2004-06-01,2004-09-01,27.021656,78.73750290870666,17.293274,22.813911,100.93709,101.6248
2004-06-01,2004-10-01,27.007484,95.82836241722107,17.603281,23.074673,100.76068,101.447235
2004-06-01,2004-11-01,26.522358,112.1742549419403,17.57099,23.018726,100.60621,101.29283
2004-06-01,2004-12-01,25.60398,104.4747646665573,16.550148,22.058403,100.71046,101.3999
2004-07-01,2004-08-01,26.777916,89.52674758434296,17.135765,22.665777,100.942024,101.63033
2004-07-01,2004-09-01,27.130688,90.95605459213257,17.710497,23.199701,100.914825,101.60215
2004-07-01,2004-10-01,27.073423,113.70346687793732,17.94552,23.383307,100.72342,101.40957
2004-07-01,2004-11-01,26.60859,127.73391666412354,17.812122,23.237896,100.58152,101.26776
2004-07-01,2004-12-01,25.772934,91.05226172447205,16.694164,22.185581,100.661964,101.350685
2004-07-01,2005-01-01,24.774586,61.821154346466066,15.230305,20.73732,100.86179,101.55421
2004-08-01,2004-09-01,27.225767,74.05511999130249,17.658556,23.15399,100.9279,101.6151
2004-08-01,2004-10-01,27.218422,111.65957200527191,18.023567,23.45185,100.70679,101.39249
2004-08-01,2004-11-01,26.589468,137.56790170669555,17.909819,23.32855,100.58839,101.27473
2004-08-01,2004-12-01,25.64771,104.10410456180573,16.65099,22.150698,100.68634,101.37552
2004-08-01,2005-01-01,24.700699,60.335394344329835,15.200342,20.71351,100.89433,101.587135
2004-08-01,2005-02-01,24.09186,45.107581005096435,14.405627,19.856813,100.97934,101.67414
2004-09-01,2004-10-01,27.03313,111.07025859832764,17.925167,23.349995,100.62834,101.31393
2004-09-01,2004-11-01,26.57857,150.93309803009032,17.977287,23.384937,100.55513,101.24127
2004-09-01,2004-12-01,25.637056,105.14826749801635,16.666424,22.157055,100.65084,101.3398
2004-09-01,2005-01-01,24.815346,50.66938456773758,15.274866,20.779146,100.86379,101.556114
2004-09-01,2005-02-01,24.016245,43.48467677116394,14.185758,19.610914,100.98333,101.67834
2004-09-01,2005-03-01,23.805552,52.33910973072052,13.893672,19.27728,100.9774,101.67288
2004-10-01,2004-11-01,26.23605,147.39811420440674,17.834152,23.25318,100.55412,101.241035
2004-10-01,2004-12-01,25.48018,100.3077633190155,16.5274,22.026987,100.66005,101.349434
2004-10-01,2005-01-01,24.63111,61.33302073955536,15.312262,20.822788,100.853386,101.546074
2004-10-01,2005-02-01,24.004908,46.93403936386108,14.39028,19.84107,100.959206,101.65409
2004-10-01,2005-03-01,23.929682,49.36226911067963,13.988625,19.393513,100.989685,101.68495
2004-10-01,2005-04-01,24.256617,43.732044625282285,13.888891,19.28112,100.97186,101.66624
2004-11-01,2004-12-01,25.059088,117.04837381362915,16.153183,21.657993,100.6813,101.3718
2004-11-01,2005-01-01,24.424702,59.03835537433624,14.956089,20.449879,100.89666,101.590126
2004-11-01,2005-02-01,24.011099,47.457755155563355,14.516668,19.990425,100.989944,101.68501
2004-11-01,2005-03-01,24.017584,45.16489351272583,14.085712,19.502077,100.96152,101.65638
2004-11-01,2005-04-01,24.272495,48.850077867507935,13.929601,19.319,100.944534,101.63868
2004-11-01,2005-05-01,24.783384,54.22698006629944,14.364191,19.80696,100.94875,101.64174
2004-12-01,2005-01-01,24.299047,58.0771338224411,14.987844,20.482006,100.880135,101.57378
2004-12-01,2005-02-01,23.707232,44.41628053665161,14.041404,19.450583,100.99487,101.6907
2004-12-01,2005-03-01,23.681656,43.79227050542831,13.714154,19.074469,100.99706,101.69296
2004-12-01,2005-04-01,24.100708,42.663475728034975,13.721452,19.081627,100.984886,101.67971
2004-12-01,2005-05-01,24.849459,44.58014662027359,14.286625,19.731607,100.97049,101.66347
2004-12-01,2005-06-01,25.753218,72.58224256038666,15.5033045,21.034819,100.9309,101.621506
2005-01-01,2005-02-01,23.450054,63.80934976577759,13.770517,19.150183,101.009865,101.70639
2005-01-01,2005-03-01,23.658785,51.566608324050904,13.845415,19.22239,100.97083,101.6666
2005-01-01,2005-04-01,24.179262,39.33140995502472,13.839222,19.221373,100.9678,101.66232
2005-01-01,2005-05-01,24.649527,46.42998129367828,14.167704,19.602272,100.99819,101.69183
2005-01-01,2005-06-01,25.630268,69.44972834587097,15.41209,20.940327,100.931595,101.62249
2005-01-01,2005-07-01,26.447407,59.86846382141113,16.350163,21.90722,100.991135,101.68055
2005-02-01,2005-03-01,22.952496,29.857839152812957,12.676218,17.811022,100.83814,101.53466
2005-02-01,2005-04-01,24.122984,41.98076226711273,13.809861,19.178669,100.97097,101.66566
2005-02-01,2005-05-01,24.729742,46.89418314218521,14.191111,19.621119,100.96168,101.654884
2005-02-01,2005-06-01,25.551908,105.5455949306488,15.758515,21.297857,100.92221,101.61322
2005-02-01,2005-07-01,26.57108,67.14759464740753,16.604675,22.160913,101.012566,101.70184
2005-02-01,2005-08-01,26.89439,58.86522567987442,16.657791,22.223051,101.07379,101.76273
2005-03-01,2005-04-01,24.65357,32.819676893949506,14.345484,19.781841,100.89356,101.586464
2005-03-01,2005-05-01,25.027437,75.75657934188843,14.823933,20.306032,100.90341,101.59552
2005-03-01,2005-06-01,25.852758,93.13241629600525,16.068806,21.600426,100.86716,101.5571
2005-03-01,2005-07-01,26.632261,82.24839665412902,16.787594,22.329018,100.96348,101.652275
2005-03-01,2005-08-01,27.10268,54.481222100257874,16.805958,22.362583,101.04917,101.73747
2005-03-01,2005-09-01,27.161587,68.79715275764465,17.142803,22.672758,100.962296,101.649864
2005-04-01,2005-05-01,25.487652,99.34359483718872,15.5806675,21.095963,100.79026,101.48053
2005-04-01,2005-06-01,26.029976,126.38434710502625,16.662115,22.192192,100.84745,101.53686
2005-04-01,2005-07-01,26.844877,104.59870852470398,17.45812,22.965483,100.9367,101.624825
2005-04-01,2005-08-01,27.165522,72.44675056934356,17.293327,22.825953,101.01682,101.70476
2005-04-01,2005-09-01,27.231558,91.77228412628173,17.656353,23.146187,100.902176,101.58918
2005-04-01,2005-10-01,27.131723,105.30339166641235,17.848963,23.298237,100.74625,101.43242
2005-05-01,2005-06-01,25.821693,174.27108149528505,16.5921,22.108004,100.74358,101.432755
2005-05-01,2005-07-01,26.65516,145.90375531196594,17.893417,23.358208,100.86837,101.556465
2005-05-01,2005-08-01,26.985668,93.92478271007538,17.685844,23.184927,100.973045,101.661095
2005-05-01,2005-09-01,27.236168,100.22199740409852,17.889751,23.355015,100.86306,101.549774
2005-05-01,2005-10-01,27.117847,123.09430744171142,18.191065,23.602367,100.70085,101.38675
2005-05-01,2005-11-01,26.68148,134.45159454345702,17.955032,23.365767,100.564674,101.25064
2005-06-01,2005-07-01,26.747643,166.13689846992492,18.087912,23.52104,100.767815,101.45501
2005-06-01,2005-08-01,27.083881,111.06324308395386,18.067955,23.528042,100.9241,101.611595
2005-06-01,2005-09-01,27.251001,119.1046654701233,18.20604,23.636324,100.82394,101.51036
2005-06-01,2005-10-01,27.134459,124.16380679130555,18.32285,23.716372,100.67579,101.36147
2005-06-01,2005-11-01,26.590307,136.95308876037598,18.015854,23.419859,100.55759,101.24371
2005-06-01,2005-12-01,25.554293,115.21650918960572,16.598234,22.103422,100.69986,101.38934
2005-07-01,2005-08-01,26.967125,141.2484781551361,18.175657,23.624487,100.91249,101.60017
2005-07-01,2005-09-01,27.224682,120.07327823638916,18.246578,23.674664,100.83148,101.51803
2005-07-01,2005-10-01,27.150162,135.33662333488465,18.40585,23.790014,100.66759,101.35318
2005-07-01,2005-11-01,26.693169,143.2822649002075,18.081114,23.4789,100.5541,101.23997
2005-07-01,2005-12-01,25.640718,125.72985437393189,16.81675,22.306128,100.65103,101.33999
2005-07-01,2006-01-01,24.715103,65.59401711940765,15.308493,20.821304,100.87424,101.56687
2005-08-01,2005-09-01,27.254107,116.112073802948,18.31665,23.726988,100.76497,101.45099
2005-08-01,2005-10-01,27.183998,129.20026495933533,18.434975,23.817417,100.67501,101.36057
2005-08-01,2005-11-01,26.67436,139.79178686141967,18.054852,23.448853,100.5151,101.200745
2005-08-01,2005-12-01,25.71193,129.7950360107422,17.111574,22.583853,100.59756,101.28598
2005-08-01,2006-01-01,24.68647,73.22470858573914,15.339678,20.848804,100.862404,101.55502
2005-08-01,2006-02-01,23.921148,52.6525004196167,14.363913,19.81824,100.98255,101.67778
2005-09-01,2005-10-01,27.481255,123.19486595630646,18.489265,23.858364,100.62933,101.3139
2005-09-01,2005-11-01,26.656322,167.1935708999634,18.225914,23.599459,100.4916,101.17713
2005-09-01,2005-12-01,25.744087,136.3016639518738,16.965057,22.442377,100.60586,101.29426
2005-09-01,2006-01-01,24.712486,85.5426362323761,15.561566,21.079937,100.83848,101.53087
2005-09-01,2006-02-01,23.964537,49.04338710784912,14.349231,19.795475,100.95472,101.64966
2005-09-01,2006-03-01,23.740454,50.23441321611404,13.724593,19.08568,100.9818,101.67745
2005-10-01,2005-11-01,26.213472,235.10131874084473,18.09185,23.474184,100.463615,101.14996
2005-10-01,2005-12-01,25.500816,116.24390687942505,16.673616,22.163834,100.64339,101.33262
2005-10-01,2006-01-01,24.570093,68.03432188749314,15.248024,20.749596,100.85917,101.55204
2005-10-01,2006-02-01,23.769732,54.708252143859866,14.273681,19.712223,100.985794,101.681404
2005-10-01,2006-03-01,23.652554,51.22137103319168,13.730049,19.098991,101.00235,101.69836
2005-10-01,2006-04-01,24.043188,45.63624572753906,13.776162,19.149216,100.97031,101.66517
2005-11-01,2005-12-01,25.532436,88.79088324546814,16.743397,22.242348,100.68087,101.370285
2005-11-01,2006-01-01,24.376928,60.51096978664398,15.024314,20.510015,100.84281,101.53602
2005-11-01,2006-02-01,24.006695,45.955858364105225,14.48354,19.940573,100.94754,101.64233
2005-11-01,2006-03-01,23.839214,53.826163375377654,13.933369,19.328356,100.978874,101.67428
2005-11-01,2006-04-01,24.014643,49.92672114372253,13.659026,19.02108,100.9967,101.6918
2005-11-01,2006-05-01,24.494497,56.12292526483536,14.076795,19.484108,100.93552,101.62908
2005-12-01,2006-01-01,24.338873,47.205989866256715,14.999966,20.498238,100.87045,101.563934
2005-12-01,2006-02-01,23.77812,47.63025369644165,14.209324,19.639664,100.957756,101.65315
2005-12-01,2006-03-01,23.725014,51.340955619812014,13.879234,19.268385,100.98782,101.683556
2005-12-01,2006-04-01,23.90727,55.5372198343277,13.768425,19.14524,100.985886,101.681175
2005-12-01,2006-05-01,24.475445,52.63026000738144,14.060977,19.467466,100.95173,101.64545
2005-12-01,2006-06-01,25.315834,65.4114440202713,15.084931,20.598883,100.96705,101.65891
2006-01-01,2006-02-01,23.866665,52.67784732818603,14.276642,19.702076,100.85802,101.55253
2006-01-01,2006-03-01,23.527124,61.07827434539795,13.646946,18.990534,100.967,101.663055
2006-01-01,2006-04-01,23.90146,50.42519402503967,13.6986,19.06322,101.00959,101.705055
2006-01-01,2006-05-01,24.4786,43.55200436353684,13.934736,19.33318,100.97974,101.673645
2006-01-01,2006-06-01,25.433647,62.11229138374328,15.253417,20.773794,100.94924,101.64072
2006-01-01,2006-07-01,26.364029,54.21930483341217,16.059145,21.62354,101.03582,101.72572
2006-02-01,2006-03-01,23.605923,47.4530967259407,13.669382,19.018902,100.907425,101.60288
2006-02-01,2006-04-01,23.790962,47.26249237060547,13.431119,18.743444,100.97603,101.671524
2006-02-01,2006-05-01,24.33226,48.93885724544525,13.795673,19.169292,100.9715,101.665695
2006-02-01,2006-06-01,25.379135,62.352558732032776,15.111903,20.626284,100.960625,101.652306
2006-02-01,2006-07-01,26.337418,42.485235166549685,15.871156,21.429214,101.030556,101.72049
2006-02-01,2006-08-01,26.681293,49.62950876712799,16.211578,21.776733,101.040924,101.73013
2006-03-01,2006-04-01,23.691294,52.565345191955565,13.330989,18.624214,100.95413,101.649704
2006-03-01,2006-05-01,24.470034,52.54022505998611,14.033512,19.43738,100.94384,101.63752
2006-03-01,2006-06-01,25.479067,56.84640247821808,15.23056,20.759068,100.980675,101.67226
2006-03-01,2006-07-01,26.514683,45.21510373830795,16.027437,21.591948,101.03561,101.72517
2006-03-01,2006-08-01,26.89479,49.748774876594545,16.382269,21.952866,101.069244,101.75816
2006-03-01,2006-09-01,27.10395,57.36842794418335,16.921934,22.459478,100.94635,101.63394
2006-04-01,2006-05-01,24.437485,153.19106957435608,15.014483,20.492682,100.80221,101.49499
2006-04-01,2006-06-01,25.725367,91.84621396064759,16.16902,21.711733,100.91006,101.600586
2006-04-01,2006-07-01,26.609575,63.45112448453903,16.59754,22.15147,101.00582,101.694954
2006-04-01,2006-08-01,27.038189,52.706262521743774,16.701092,22.26139,101.04551,101.73393
2006-04-01,2006-09-01,27.246353,69.01667490005494,17.189215,22.713179,100.936134,101.62333
2006-04-01,2006-10-01,27.177828,102.8931249332428,17.74675,23.202856,100.74222,101.42826
2006-05-01,2006-06-01,25.590933,155.9587205886841,16.678394,22.209282,100.84288,101.533264
2006-05-01,2006-07-01,26.822144,61.75411590337753,16.863155,22.40727,100.96948,101.65788
2006-05-01,2006-08-01,27.076431,66.24257422447205,17.008144,22.55311,101.00868,101.69677
2006-05-01,2006-09-01,27.285093,79.33798170089722,17.515245,23.011187,100.88578,101.57255
2006-05-01,2006-10-01,27.141674,119.27857227802276,17.779882,23.229546,100.713455,101.399376
2006-05-01,2006-11-01,26.626265,139.39424743652344,17.86998,23.286821,100.556496,101.24253
2006-06-01,2006-07-01,27.026186,81.21397812843323,17.277245,22.792114,100.89602,101.58345
2006-06-01,2006-08-01,27.264498,77.00536602973938,17.362656,22.889254,100.99757,101.68515
2006-06-01,2006-09-01,27.395435,92.59832038879395,17.829418,23.298862,100.85729,101.54361
2006-06-01,2006-10-01,27.26806,116.29847829818726,18.082943,23.504301,100.69876,101.3843
2006-06-01,2006-11-01,26.691704,135.61332607269287,17.908232,23.321802,100.557,101.24289
2006-06-01,2006-12-01,25.83651,86.12025726318359,16.61842,22.112642,100.68056,101.369255
2006-07-01,2006-08-01,26.981089,71.5378334760666,17.235281,22.778872,101.057014,101.74565
2006-07-01,2006-09-01,27.304018,85.24018363952636,17.649876,23.139292,100.8891,101.57585
2006-07-01,2006-10-01,27.278149,99.98708601951598,17.930445,23.370865,100.72862,101.414345
2006-07-01,2006-11-01,26.748472,134.32108826637267,17.870186,23.28901,100.56954,101.25538
2006-07-01,2006-12-01,25.698462,119.19048736572266,16.871235,22.35847,100.65032,101.339134
2006-07-01,2007-01-01,24.70144,57.33191605567932,15.111146,20.607573,100.85502,101.54755
2006-08-01,2006-09-01,26.846216,115.81107959747314,17.832918,23.29519,100.80875,101.496
2006-08-01,2006-10-01,27.083092,114.91561546325684,18.067167,23.493511,100.717316,101.4034
2006-08-01,2006-11-01,26.667524,133.81339416503906,18.002512,23.408863,100.56134,101.247314
2006-08-01,2006-12-01,25.748032,107.18670457839966,16.81128,22.308578,100.70016,101.3892
2006-08-01,2007-01-01,24.846441,64.84178324699401,15.45898,20.984976,100.88878,101.58121
2006-08-01,2007-02-01,24.168306,50.28890460014343,14.473067,19.94231,100.99063,101.68534
2006-09-01,2006-10-01,27.009262,121.83149149894714,18.145395,23.558844,100.68198,101.36799
2006-09-01,2006-11-01,26.726694,128.9265784263611,17.97122,23.382671,100.5776,101.26354
2006-09-01,2006-12-01,25.808033,120.83215010166168,16.954779,22.43766,100.63743,101.325905
2006-09-01,2007-01-01,24.884916,64.23064133167267,15.490785,21.004175,100.85055,101.54262
2006-09-01,2007-02-01,23.995533,51.16830009460449,14.304632,19.747643,100.96111,101.65603
2006-09-01,2007-03-01,24.00479,41.8452517414093,13.953283,19.35488,100.9713,101.66626
2006-10-01,2006-11-01,26.661558,144.8747434616089,17.817839,23.230572,100.505745,101.191345
2006-10-01,2006-12-01,25.754711,109.6852074432373,16.829584,22.322056,100.65247,101.34117
2006-10-01,2007-01-01,24.794575,60.45185631752014,15.2823925,20.79309,100.87755,101.57002
2006-10-01,2007-02-01,24.115961,41.14546895980835,14.290025,19.733053,100.97261,101.66731
2006-10-01,2007-03-01,24.085024,45.13059531927109,13.970061,19.367525,100.98699,101.68186
2006-10-01,2007-04-01,24.192223,45.13232560157776,13.688016,19.04729,100.98737,101.682014
2006-11-01,2006-12-01,25.633062,91.88322708129883,16.478302,21.983852,100.671974,101.36109
2006-11-01,2007-01-01,24.83481,67.89478831768037,15.401554,20.92184,100.88338,101.5758
2006-11-01,2007-02-01,24.195747,44.271792850494386,14.396411,19.847994,100.97375,101.66828
2006-11-01,2007-03-01,24.147505,44.95286548137665,14.022179,19.435837,100.99705,101.69186
2006-11-01,2007-04-01,24.390493,41.07532839775085,14.03613,19.437584,100.94331,101.63718
2006-11-01,2007-05-01,24.936285,49.347044069767,14.356556,19.803131,100.94711,101.639725
2006-12-01,2007-01-01,24.706577,67.06028800487519,15.465423,20.994713,100.88954,101.582306
2006-12-01,2007-02-01,24.1269,44.22936050415039,14.469182,19.934664,100.974815,101.66951
2006-12-01,2007-03-01,24.050776,50.28159306764603,14.003901,19.41645,100.99352,101.68852
2006-12-01,2007-04-01,24.350473,40.74438536167145,13.880023,19.265543,100.96811,101.66224
2006-12-01,2007-05-01,24.934624,58.496740000247954,14.37528,19.832125,100.982185,101.67505
2006-12-01,2007-06-01,25.786217,55.60873410701752,15.416735,20.94562,100.94719,101.63783
2007-01-01,2007-02-01,23.89145,68.66891012191772,14.604022,20.08604,100.97169,101.666916
2007-01-01,2007-03-01,23.902456,56.34115003824234,14.010498,19.411627,100.945145,101.64017
2007-01-01,2007-04-01,24.19352,45.28566226959229,13.8422985,19.224333,100.977264,101.67183
2007-01-01,2007-05-01,24.772408,65.91011075735092,14.419498,19.87073,100.93153,101.62442
2007-01-01,2007-06-01,25.643824,68.80922291278839,15.499973,21.029898,100.92785,101.61869
2007-01-01,2007-07-01,26.537281,56.65217701435089,16.339989,21.896177,100.999825,101.689095
2007-02-01,2007-03-01,24.4223,40.66584237098694,14.288623,19.74813,101.047585,101.74209
2007-02-01,2007-04-01,24.438238,52.887462329864505,14.060716,19.477964,100.969124,101.663055
