date,window_years,T2M,PRECTOTCORR_SUM,QV2M
2008-10-01,5,27.474,225.37599999999998,18.736
2008-11-01,5,26.366000000000003,127.348,17.285999999999998
2008-12-01,5,25.410000000000004,88.71000000000001,16.168
2009-01-01,5,24.639999999999997,65.954,14.852
2009-02-01,5,24.782,55.525999999999996,14.536000000000001
2009-03-01,5,25.381999999999998,75.78399999999999,14.828
2009-04-01,5,26.274,90.036,16.006
2009-05-01,5,27.058,152.228,17.235999999999997
2009-06-01,5,27.639999999999997,101.85600000000001,18.264000000000003
2009-07-01,5,27.803999999999995,114.8,18.35
2009-08-01,5,28.024,142.92999999999998,18.756
2009-09-01,5,27.93,197.156,18.886000000000003
2009-10-01,5,27.318,214.16800000000003,18.628000000000004
2009-11-01,5,26.334000000000003,89.096,17.052
2009-12-01,5,25.380000000000003,63.70399999999999,15.874
2010-01-01,5,24.812,52.73,14.894
2010-02-01,5,24.791999999999998,43.848,14.331999999999999
2010-03-01,5,25.288000000000004,64.21799999999999,14.568000000000001
2010-04-01,5,26.278000000000002,72.696,15.751999999999999
2010-05-01,5,27.024,141.548,17.178
2010-06-01,5,27.668,95.38000000000001,18.203999999999997
2010-07-01,5,27.956,100.08,18.380000000000003
2010-08-01,5,28.133999999999997,133.252,18.708000000000002
2010-09-01,5,28.034,164.21,18.814
2010-10-01,5,27.542,192.224,18.630000000000003
2010-11-01,5,26.718,74.148,17.232
2010-12-01,5,25.742,51.49399999999999,15.937999999999999
2011-01-01,5,25.206,41.074,15.075999999999999
2011-02-01,5,25.408000000000005,32.882,14.762
2011-03-01,5,25.522,55.886,14.719999999999999
2011-04-01,5,26.221999999999998,58.92999999999999,15.572
2011-05-01,5,27.124000000000002,123.782,17.1
2011-06-01,5,27.682000000000006,95.148,18.18
2011-07-01,5,27.919999999999998,103.34200000000001,18.386
2011-08-01,5,28.179999999999996,125.24199999999999,18.71
2011-09-01,5,27.986,162.76600000000002,18.75
2011-10-01,5,27.592000000000002,151.68,18.466
2011-11-01,5,26.636000000000003,78.11800000000001,17.022
2011-12-01,5,25.676,52.504,15.794
2012-01-01,5,25.264,27.05,15.116
2012-02-01,5,25.466,22.974,14.7
2012-03-01,5,25.470000000000002,40.364,14.514000000000001
2012-04-01,5,26.202000000000005,46.474,15.382
2012-05-01,5,27.012,142.702,17.110000000000003
2012-06-01,5,27.57,107.458,18.322
2012-07-01,5,27.878000000000004,102.60200000000002,18.494
2012-08-01,5,28.2,137.926,18.838
2012-09-01,5,27.889999999999997,177.818,18.82
2012-10-01,5,27.532,116.40799999999999,18.282
2012-11-01,5,26.582000000000004,83.33600000000001,17.038
2012-12-01,5,25.588,45.578,15.584
2013-01-01,5,25.221999999999998,28.78,15.074000000000002
2013-02-01,5,25.316000000000003,25.196,14.565999999999999
2013-03-01,5,25.32,35.68,14.396
2013-04-01,5,26.154000000000003,52.836,15.312000000000001
2013-05-01,5,26.790000000000003,136.302,17.072
2013-06-01,5,27.613999999999997,108.44199999999998,18.27
2013-07-01,5,27.857999999999997,105.58600000000001,18.546
2013-08-01,5,28.156,151.68599999999998,18.832
2013-09-01,5,27.938,177.37,18.776000000000003
2013-10-01,5,27.657999999999998,105.346,18.312
2013-11-01,5,26.698,89.56200000000001,17.236
2013-12-01,5,25.594,43.568,15.52
2014-01-01,5,25.308,28.330000000000002,15.14
2014-02-01,5,25.375999999999998,25.326,14.557999999999998
2014-03-01,5,25.358,40.763999999999996,14.518
2014-04-01,5,26.25,50.456,15.382
2014-05-01,5,26.727999999999998,151.48399999999998,17.330000000000002
2014-06-01,5,27.467999999999996,117.638,18.406
2014-07-01,5,27.756,115.23200000000001,18.674
2014-08-01,5,28.107999999999997,134.39,18.794
2014-09-01,5,28.060000000000002,139.292,18.698
2014-10-01,5,27.822000000000003,114.21599999999998,18.357999999999997
2014-11-01,5,26.78,98.052,17.314
2014-12-01,5,25.752000000000002,51.838,15.812000000000001
2015-01-01,5,25.368,26.088,15.112
2015-02-01,5,25.548,23.401999999999997,14.719999999999999
2015-03-01,5,25.714,35.402,14.754
2015-04-01,5,26.445999999999998,48.156,15.518
2015-05-01,5,26.907999999999998,145.46599999999998,17.222
2015-06-01,5,27.535999999999994,117.92199999999998,18.352
2015-07-01,5,27.726,113.08600000000001,18.534
2015-08-01,5,28.020000000000003,145.42000000000002,18.880000000000003
2015-09-01,5,28.006000000000007,144.26,18.694
2015-10-01,5,27.796000000000003,116.44000000000001,18.342000000000002
2015-11-01,5,26.644,113.016,17.384
2015-12-01,5,25.554000000000002,52.32000000000001,15.644
2016-01-01,5,25.352,27.589999999999996,15.094
2016-02-01,5,25.432000000000002,31.622000000000003,14.701999999999998
2016-03-01,5,25.516,34.01200000000001,14.376
2016-04-01,5,26.476,38.95,15.322
2016-05-01,5,26.857999999999997,128.224,16.928
2016-06-01,5,27.558000000000003,95.994,18.044
2016-07-01,5,27.772000000000002,93.49600000000001,18.162
2016-08-01,5,28.044,136.67000000000002,18.636
2016-09-01,5,28.118000000000002,131.926,18.586
2016-10-01,5,27.93,115.55,18.364
2016-11-01,5,26.794,124.15,17.692
2016-12-01,5,25.809999999999995,46.166000000000004,16.064
2017-01-01,5,25.482,28.360000000000003,15.14
2017-02-01,5,25.601999999999997,35.25000000000001,14.886000000000001
2017-03-01,5,25.682000000000006,41.05800000000001,14.646
2017-04-01,5,26.598000000000003,59.303999999999995,15.62
2017-05-01,5,26.982,114.24600000000001,17.072
2017-06-01,5,27.619999999999997,77.28399999999999,17.907999999999998
2017-07-01,5,27.924,75.804,18.094
2017-08-01,5,28.148000000000003,123.84,18.532
2017-09-01,5,28.25,106.56400000000001,18.494000000000003
2017-10-01,5,27.992,147.354,18.496000000000002
2017-11-01,5,26.79,162.796,17.866
2017-12-01,5,25.897999999999996,49.26800000000001,16.374
2018-01-01,5,25.404000000000003,31.868000000000002,15.164000000000001
2018-02-01,5,25.634000000000004,39.092,14.972
2018-03-01,5,25.7,54.234,14.76
2018-04-01,5,26.529999999999994,69.756,15.685999999999998
2018-05-01,5,26.985999999999997,114.024,17.130000000000003
2018-06-01,5,27.53,80.124,17.96
2018-07-01,5,27.924,77.58599999999998,18.21
2018-08-01,5,28.212,121.102,18.668
2018-09-01,5,28.144,169.586,18.788
2018-10-01,5,27.821999999999996,160.57799999999997,18.55
2018-11-01,5,26.692,205.334,17.882
2018-12-01,5,25.874000000000002,51.056,16.546
2019-01-01,5,25.4,44.164,15.431999999999999
2019-02-01,5,25.484,45.212,15.026
2019-03-01,5,25.698,52.926,14.828
2019-04-01,5,26.524,72.59599999999999,15.75
2019-05-01,5,26.97,98.19399999999999,16.895999999999997
2019-06-01,5,27.732,68.94800000000001,17.75
2019-07-01,5,27.998,74.438,18.136
2019-08-01,5,28.242,122.58800000000001,18.517999999999997
2019-09-01,5,28.169999999999998,158.734,18.672
2019-10-01,5,27.668,178.494,18.438
2019-11-01,5,26.671999999999997,209.08599999999996,17.926
2019-12-01,5,25.882000000000005,44.89,16.390000000000004
2020-01-01,5,25.317999999999998,48.762,15.334
2020-02-01,5,25.414,45.544000000000004,15.0
2020-03-01,5,25.654000000000003,58.995999999999995,14.856
2020-04-01,5,26.448,74.01199999999999,15.681999999999999
2020-05-01,5,27.004,98.424,16.978
2020-06-01,5,27.782,66.626,17.802
2020-07-01,5,28.082,82.09,18.220000000000002
2020-08-01,5,28.356,114.55199999999999,18.54
2020-09-01,5,28.370000000000005,165.046,18.749999999999996
2020-10-01,5,27.706,183.404,18.428
2020-11-01,5,26.808,185.642,17.768000000000004
2020-12-01,5,26.112000000000002,50.48,16.648000000000003
2021-01-01,5,25.326,51.218,15.382
2021-02-01,5,25.428000000000004,40.158,14.977999999999998
2021-03-01,5,25.594,71.58200000000001,15.014000000000001
2021-04-01,5,26.536,75.214,15.842000000000002
2021-05-01,5,27.221999999999998,91.372,17.044
2021-06-01,5,27.944,62.886,17.832
2021-07-01,5,28.246,88.79599999999999,18.386000000000003
2021-08-01,5,28.401999999999997,121.07800000000002,18.678
2021-09-01,5,28.372000000000003,164.82,18.782
2021-10-01,5,27.624000000000002,184.476,18.378
2021-11-01,5,26.740000000000002,203.138,17.71
2021-12-01,5,26.014,51.963999999999984,16.465999999999998
2022-01-01,5,25.258000000000003,50.802,15.324000000000002
2022-02-01,5,25.387999999999998,37.182,14.876
2022-03-01,5,25.588,64.984,14.884
2022-04-01,5,26.452000000000005,69.78999999999999,15.59
2022-05-01,5,27.227999999999998,80.056,16.802
2022-06-01,5,27.893999999999995,71.174,17.72
2022-07-01,5,28.224,89.13,18.323999999999998
2022-08-01,5,28.416000000000004,113.61800000000001,18.636
2022-09-01,5,28.380000000000003,193.55599999999998,18.862000000000002
2022-10-01,5,27.659999999999997,165.41400000000002,18.288
2022-11-01,5,26.838,160.90800000000002,17.494
2022-12-01,5,26.106,49.233999999999995,16.302
2023-01-01,5,25.454,50.928,15.324000000000002
2023-02-01,5,25.37,47.348,14.907999999999998
2023-03-01,5,25.682,48.938,14.886
2023-04-01,5,26.49,58.924,15.431999999999999
2023-05-01,5,27.3,72.49000000000001,16.746000000000002
2023-06-01,5,27.982,67.532,17.662
2023-07-01,5,28.2,90.13799999999999,18.256
2023-08-01,5,28.45,100.584,18.562
2023-09-01,5,28.453999999999997,168.05400000000003,18.822
2023-10-01,5,27.75,160.002,18.278
2023-11-01,5,26.848000000000003,131.118,17.518
2023-12-01,5,26.065999999999995,43.523999999999994,16.094
2024-01-01,5,25.434,43.492000000000004,15.116
2024-02-01,5,25.496,41.536,14.908000000000001
2024-03-01,5,25.748,52.678,14.806000000000001
2024-04-01,5,26.473999999999997,65.336,15.506
2024-05-01,5,27.580000000000002,82.478,17.062
2024-06-01,5,28.264,63.452,18.017999999999997
2024-07-01,5,28.445999999999998,97.238,18.574
2024-08-01,5,28.665999999999997,122.36599999999999,19.03
2024-09-01,5,28.702000000000005,163.554,19.145999999999997
2024-10-01,5,28.152000000000005,148.322,18.69
2024-11-01,5,27.077999999999996,142.09199999999998,17.766000000000002
2024-12-01,5,26.080000000000002,53.739999999999995,16.294
2025-01-01,5,25.639999999999997,43.65400000000001,15.443999999999999
2025-02-01,5,25.566000000000003,49.146,15.086000000000002
2025-03-01,5,25.874000000000002,51.068,15.078
2025-04-01,5,26.586000000000002,88.052,15.930000000000001
2025-05-01,5,27.810000000000002,109.11800000000001,17.588
2025-06-01,5,28.396000000000004,84.854,18.488
2025-07-01,5,28.456,112.234,19.003999999999998
2025-08-01,5,28.7,135.418,19.304000000000002
2025-09-01,5,28.784,153.15400000000002,19.351999999999997
2025-10-01,5,28.341999999999995,183.94,18.918
2025-11-01,5,27.054000000000002,196.70999999999998,18.156
2025-12-01,5,25.99,67.484,16.381999999999998
